"Modified","CVE-2019-11628","CWE-917",,,,,,,,,"cve@mitre.org" "nvd@nist.gov",8.2 6.5,"HIGH" "MEDIUM","CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N" "CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N","nvd@nist.gov",4,LOW,"AV:N/AC:L/Au:S/C:P/I:N/A:N","cpe:2.3:a:qlik:qlikview_server:11.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_10:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_11:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_12:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_13:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_14:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_15:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_16:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_17:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:11.20:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.00:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_5:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_6:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_7:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_8:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.10:service_release_9:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_2:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_3:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.20:service_release_4:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlikview_server:12.30:service_release_1:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:april_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:february_2019:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:june_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:november_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2017:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_analytics:september_2018:*:*:*:*:*:*:*" "cpe:2.3:a:qlik:qlik_sense:april_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:february_2019:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:june_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:november_2018:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2017:*:*:*:enterprise:*:*:*" "cpe:2.3:a:qlik:qlik_sense:september_2018:*:*:*:enterprise:*:*:*"
"Modified","CVE-2018-7829","CWE-943",,,,,,,,,"nvd@nist.gov",8.8,"HIGH","CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",9,HIGH,"AV:N/AC:L/Au:S/C:C/I:C/A:C","cpe:2.3:o:schneider-electric:d6220_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:d6220:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:d6220l_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:d6220l:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:d6230_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:d6230:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:d6230l_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:d6230l:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-b1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-b1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-b1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-b1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-b1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-b1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-b1i_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-b1i:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-b1s_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-b1s:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-b1p_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-b1p:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1ei_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1ei:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1es_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1es:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1ep_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1ep:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1ei_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1ei:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1es_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1es:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1ep_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1ep:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1ei_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1ei:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1es_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1es:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1ep_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1ep:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1ei_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1ei:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1es_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1es:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1ep_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1ep:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1ei_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1ei:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1es_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1es:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1ep_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1ep:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1vi_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1vi:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1vs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1vs:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:imes19-1vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:imes19-1vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1vi_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1vi:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1vs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1vs:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime119-1vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime119-1vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1vi_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1vi:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1vs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1vs:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime219-1vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime219-1vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1vi_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1vi:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1vs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1vs:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime319-1vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime319-1vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1vi_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1vi:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1vs_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1vs:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ime3122-1vp_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ime3122-1vp:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ixes1_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ixes1:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ixe11_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ixe11:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ixe21_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ixe21:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:ixe31_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:ixe31:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7834","CWE-79" "CWE-79",,,,,,,,,"nvd@nist.gov",6.1,"MEDIUM","CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","nvd@nist.gov",4.3,MEDIUM,"AV:N/AC:M/Au:N/C:N/I:P/A:N","cpe:2.3:o:schneider-electric:tsxetg100_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:tsxetg100:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7840","CWE-427",,,,,,,,,"nvd@nist.gov",7.8,"HIGH","CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H","nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:pelco:videoxpert_opscenter:*:*:*:*:*:*:*:*"
"Modified","CVE-2018-7841","CWE-89",,,,,,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H","nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:schneider-electric:u.motion_builder:1.3.4:*:*:*:*:*:*:*"
"Modified","CVE-2018-7842","CWE-290",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7843","CWE-125",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7845","CWE-125",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7846","CWE-668",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7847","CWE-287",,,,,"nvd@nist.gov",9.8,"CRITICAL","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H",,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7848","CWE-200",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7849","CWE-755",,,,,"nvd@nist.gov",7.5,"HIGH","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
"Modified","CVE-2018-7850","NVD-CWE-noinfo",,,,,"nvd@nist.gov",5.3,"MEDIUM","CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N",,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:P/I:N/A:N","cpe:2.3:o:schneider-electric:modicon_m580_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m580:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_m340_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_m340:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_quantum_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_quantum:-:*:*:*:*:*:*:*" "cpe:2.3:o:schneider-electric:modicon_premium_firmware:*:*:*:*:*:*:*:*" "cpe:2.3:h:schneider-electric:modicon_premium:-:*:*:*:*:*:*:*"
