"Modified","CVE-2011-3654","CWE-119",,,,,,,,,,,,,"nvd@nist.gov",10,CRITICAL,"AV:N/AC:L/Au:N/C:C/I:C/A:C","cpe:2.3:a:mozilla:firefox:*:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.6.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.9:rc:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.9.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.9.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.9.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:0.10.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0:preview_release:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.4.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5:beta1:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5:beta2:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.0.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.5.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:1.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.16:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.17:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.18:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.19:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:2.0.0.20:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.16:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.0.17:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.5.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.16:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.17:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.18:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.19:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.20:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.21:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.22:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.23:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:3.6.24:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta1:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta10:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta11:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta12:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta2:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta3:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta4:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta5:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta6:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta7:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta8:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta9:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:5.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:7.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:*:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.7.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.7.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.5:beta:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5:beta2:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.0.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.5.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.7.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:1.7.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.16:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.17:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.18:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.19:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.20:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.21:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.22:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:2.0.0.23:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.0.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.4:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.5:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.6:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.7:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.8:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.9:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.10:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.11:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.12:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.13:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.14:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.15:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:3.1.16:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:5.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:7.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-3655","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:mozilla:firefox:4.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta1:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta10:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta11:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta12:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta2:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta3:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta4:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta5:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta6:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta7:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta8:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0:beta9:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:4.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:5.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:5.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:firefox:7.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:5.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0.1:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:6.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:mozilla:thunderbird:7.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-3828","CWE-94",,,,,,,,,,,,,"nvd@nist.gov",9.3,CRITICAL,"AV:N/AC:M/Au:N/C:C/I:C/A:C","cpe:2.3:a:sunplus-tech:dvr_remote_activex_control:2.1.0.39:*:*:*:*:*:*:*"
"Modified","CVE-2011-3849","NVD-CWE-noinfo",,,,,,,,,,,,,"nvd@nist.gov",5,MEDIUM,"AV:N/AC:L/Au:N/C:N/I:N/A:P","cpe:2.3:a:broadcom:directory:8.1:*:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp1:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp2:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp3:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp4:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp5:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp6:*:*:*:*:*:*" "cpe:2.3:a:broadcom:directory:r12:sp7:*:*:*:*:*:*"
"Modified","CVE-2011-3895","CWE-787",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:o:debian:debian_linux:6.0:*:*:*:*:*:*:*"
"Modified","CVE-2011-3896","CWE-120",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3897","CWE-416",,,,,,,,,,,,,"nvd@nist.gov",6.8,MEDIUM,"AV:N/AC:M/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*" "cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*" "cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3898","CWE-269",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3900","CWE-787",,,,,,,,,,,,,"nvd@nist.gov",7.5,HIGH,"AV:N/AC:L/Au:N/C:P/I:P/A:P","cpe:2.3:a:google:chrome:*:*:*:*:*:*:*:*"
"Modified","CVE-2011-3985","CWE-79",,,,,,,,,,,,,"nvd@nist.gov",2.6,LOW,"AV:N/AC:H/Au:N/C:N/I:P/A:N","cpe:2.3:a:plume-cms:plume_cms:*:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.0.2:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.0.3:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.0.4:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.0.5:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.0.6:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.1.3:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.2:*:*:*:*:*:*:*" "cpe:2.3:a:plume-cms:plume_cms:1.2.1:*:*:*:*:*:*:*"
